,0,1,2,3
RP11-5P22.3,65807432,65807432,-,chr5
SMIM20,25915870,25915870,+,chr4
LINC01340,96840416,96840416,+,chr5
RP11-4O3.1,58524966,58524966,-,chr4
LINC00989,80413561,80413561,+,chr4
LINC01021,27472408,27472408,+,chr5
RP11-395I6.2,40267092,40267092,+,chr4
RP11-577G20.1,59402493,59402493,-,chr4
RP11-785F11.1,138114910,138114910,+,chr4
RP11-647P12.1,121992584,121992584,+,chr4
RP11-503L19.1,149614184,149614184,+,chr4
RP11-159K7.2,111964234,111964234,+,chr5
CTD-2089N3.1,50262842,50262842,-,chr5
GYPB,144940533,144940533,-,chr4
TUNAR,96343169,96343169,+,chr14
RP11-22A3.2,12866585,12866585,-,chr4
RP11-340A13.3,59940974,59940974,-,chr4
CTC-467M3.3,87989789,87989789,-,chr5
RP11-119J18.1,135148356,135148356,+,chr5
RP11-136K7.2,70742169,70742169,-,chr5
RP11-338H14.1,95215570,95215570,+,chr11
RP11-700N1.1,120860711,120860711,+,chr4
LINC00977,130253490,130253490,-,chr8
RP11-395P13.4,124712527,124712527,+,chr5
RP13-539F13.3,145772724,145772724,+,chr4
RP11-257I8.2,124372524,124372524,+,chr5
CTC-461F20.1,16617334,16617334,+,chr5
CTD-2194D22.2,1856682,1856682,-,chr5
RP11-503D12.1,44700910,44700910,-,chr5
RP11-83M16.6,67198428,67198428,-,chr5
KIAA1210,118284542,118284542,-,chrX
HNCAT21,117618270,117618270,+,chr5
RP11-834C11.5,54519776,54519776,-,chr12
RP11-622A1.2,74374520,74374520,+,chr4
RP11-116A1.1,88877026,88877026,+,chr5
CTD-2308B18.2,123805284,123805284,+,chr5
LINC01332,73630591,73630591,-,chr5
CTD-2081C10.1,53115525,53115525,-,chr5
CTD-2134P3.1,28809392,28809392,-,chr5
AC006552.1,55473298,55473298,-,chr4
CHCHD10,24110159,24110159,-,chr22
CTD-2247C11.1,5034380,5034380,-,chr5
FAM218A,165878130,165878130,+,chr4
RP11-6C14.1,160698986,160698986,-,chr4
FLJ33360,6339997,6339997,-,chr5
AC007126.1,13783781,13783781,-,chr4
RP11-98O2.1,139694737,139694737,+,chr4
RP11-401I19.1,131806796,131806796,-,chr4
CDK3,73996987,73996987,+,chr17
RP11-757G1.6,68638132,68638132,+,chr11
CTC-573N18.1,179868759,179868759,+,chr5
GPR162,6931012,6931012,+,chr12
RP11-96P7.1,76668922,76668922,+,chr16
RP11-680H20.2,93971316,93971316,+,chr11
RP11-730N24.2,24885570,24885570,-,chr5
CTD-2247C11.5,5078437,5078437,-,chr5
RP11-442N1.1,139408172,139408172,-,chr3
CTC-493L21.1,86042635,86042635,+,chr5
RP11-47I22.2,62036652,62036652,-,chr14
RP11-254I22.1,95385827,95385827,+,chr5
RP11-215P8.4,133796306,133796306,-,chr5
ATP6V1E2,46769710,46769710,-,chr2
CTD-2154H6.1,102748212,102748212,-,chr5
GLI4,144349615,144349615,+,chr8
RP11-529H2.1,88187974,88187974,-,chr4
CTD-2154B17.1,10777174,10777174,-,chr5
RP11-577B7.1,139845386,139845386,-,chr4
CTD-2233C11.2,33522335,33522335,-,chr5
LINC01511,1380182,1380182,-,chr5
LINC00604,40260759,40260759,+,chr5
IQCJ-SCHIP1,159482263,159482263,+,chr3
RP11-565A3.2,188593909,188593909,-,chr4
RP11-440I14.2,175461495,175461495,-,chr4
RP11-725M22.1,34659228,34659228,+,chr4
CTC-228N24.2,127193496,127193496,-,chr5
RP11-91J3.3,188334718,188334718,+,chr4
RP11-756P10.2,189717787,189717787,-,chr4
RP3-513G18.2,3679582,3679582,-,chr4
LINC01182,13656803,13656803,+,chr4
CTD-3224K15.2,139029313,139029313,-,chr5
RP11-138B4.1,188230836,188230836,-,chr4
RP11-775H9.1,137047064,137047064,+,chr4
LINC01596,190802787,190802787,+,chr4
CTD-2296D1.2,7348090,7348090,-,chr5
AC004063.1,105478117,105478117,+,chr4
RP11-6L6.2,147145709,147145709,+,chr4
RP11-798K23.1,178882416,178882416,+,chr5
RP3-368B9.2,3634756,3634756,+,chr4
LINC00491,102007263,102007263,-,chr5
CTD-2074D8.1,24353552,24353552,-,chr5
CTD-2066L21.3,33049498,33049498,-,chr5
RP11-423J7.1,150877360,150877360,+,chr4
RP11-18H21.2,153099725,153099725,-,chr4
RP11-161D15.1,174818392,174818392,+,chr4
LINC01017,3504118,3504118,-,chr5
RP11-322N21.2,46642150,46642150,-,chr1
SEPP1,42811994,42811994,-,chr5
RP11-79E3.2,33883258,33883258,+,chr4
RP11-567N4.3,76326405,76326405,+,chr4
LINC01262,190580719,190580719,+,chr4
RP11-834C11.4,54520014,54520014,+,chr12
USP17L20,9259850,9259850,+,chr4
RP11-230G5.2,66036226,66036226,-,chr12
RP11-386B13.3,185973031,185973031,+,chr4
AC138035.1,180756242,180756242,+,chr5
RP5-1063M23.1,3409390,3409390,-,chr12
LINC01365,120725670,120725670,-,chr4
RP11-12K22.1,64359996,64359996,-,chr4
RP13-884E18.4,138656131,138656131,-,chr4
SNHG18,9546408,9546408,+,chr5
RP11-46H11.3,133488056,133488056,+,chr12
RP11-55L3.1,117436302,117436302,-,chr4
PRODH2,36303747,36303747,-,chr19
CTC-293G12.1,99993674,99993674,-,chr5
RP11-447B18.1,9854489,9854489,+,chr5
RP11-576E20.1,17187682,17187682,-,chr4
RP11-345F18.1,56686169,56686169,+,chr4
CTD-2139B15.4,17387419,17387419,-,chr5
RP11-11N5.1,187812087,187812087,+,chr4
CTD-2232E5.2,88765856,88765856,-,chr5
CTC-806A22.1,144761233,144761233,-,chr5
USP17L18,9250356,9250356,+,chr4
EPHA5-AS1,66536335,66536335,+,chr4
RP11-269F21.1,112723957,112723957,+,chr4
RP11-663P9.1,43983637,43983637,-,chr4
RP11-780O17.1,136727059,136727059,-,chr4
CTC-480C2.1,84959050,84959050,+,chr5
CTD-2004A9.1,32652125,32652125,-,chr5
RP11-366M4.13,165929111,165929111,-,chr4
LINC01336,74348378,74348378,-,chr5
CTD-2281M20.1,117897781,117897781,-,chr5
RP11-253E3.3,3150603,3150603,+,chr12
GMDS-AS1,2245996,2245996,+,chr6
RP11-707F2.1,150587209,150587209,+,chr4
USP17L23,9274090,9274090,+,chr4
RP11-1338A24.1,8747759,8747759,-,chr4
RP11-297P16.4,104480284,104480284,-,chr4
CTD-2008N3.1,4135795,4135795,+,chr5
RP11-71E19.1,125985627,125985627,+,chr3
RP11-810P8.1,127998917,127998917,-,chr4
RP11-492L8.2,116366896,116366896,+,chr5
RP11-33B1.3,120377505,120377505,+,chr4
RP11-79E3.3,34041539,34041539,-,chr4
AC008592.7,95322015,95322015,-,chr5
RP11-248N22.1,175075788,175075788,-,chr4
LINC00492,101917072,101917072,+,chr5
RP11-322J23.1,171664869,171664869,-,chr4
RP11-364L4.3,144207446,144207446,+,chr4
RP11-696F12.1,187981253,187981253,+,chr4
RP11-122F24.1,6933783,6933783,+,chr5
RP11-173E2.2,139586723,139586723,-,chr4
AC141928.1,3765117,3765117,-,chr4
RP11-404J23.1,180386726,180386726,-,chr4
AC005355.1,133772392,133772392,+,chr5
RP13-494C23.1,25871130,25871130,-,chr4
SLC25A30-AS1,45992297,45992297,+,chr13
RP11-203B7.1,147029309,147029309,-,chr4
RP11-138J23.1,103415612,103415612,+,chr5
CTC-254B4.1,106346715,106346715,-,chr5
CTC-367F4.1,144608545,144608545,-,chr5
CTD-2533K21.4,26750106,26750106,-,chr5
RP11-535C7.1,52910971,52910971,+,chr4
CTD-2275D24.1,73617456,73617456,+,chr5
CTD-2582M21.1,67670593,67670593,+,chr5
CTC-321K16.4,134989624,134989624,-,chr5
RP11-608B3.1,18491131,18491131,-,chr4
RP11-685F15.1,58472038,58472038,-,chr4
CTD-2215E18.3,96563661,96563661,-,chr5
RP11-257A22.1,63994029,63994029,+,chr4
RP11-789C1.2,171264240,171264240,+,chr4
RP11-434D11.4,126112361,126112361,-,chr5
RP11-415C15.1,27141673,27141673,-,chr4
RP11-713M6.2,108179857,108179857,+,chr4
RP11-893F2.6,48292055,48292055,+,chr17
RP11-325B23.2,97952498,97952498,+,chr3
RP11-414H23.3,90522888,90522888,-,chr5
CTD-2335O3.3,50746992,50746992,+,chr5
RP11-280G9.1,62678528,62678528,-,chr8
RP11-734I18.1,31999001,31999001,+,chr4
RP11-438C19.2,114367591,114367591,-,chr5
RP11-37B2.1,90769903,90769903,-,chr8
RP11-81H3.2,74686416,74686416,-,chr12
CTD-2532K18.2,174247030,174247030,+,chr5
RP11-281P23.1,11470874,11470874,+,chr4
RP11-540O11.1,41199009,41199009,+,chr15
HULC,8652502,8652502,+,chr6
CTD-2072I24.1,7924405,7924405,+,chr5
AC005355.2,133842292,133842292,+,chr5
RP11-729M20.1,105151537,105151537,+,chr4
RP11-97E7.1,172485418,172485418,-,chr4
RP11-617I14.1,31172766,31172766,+,chr4
AC091962.3,153278547,153278547,-,chr5
RP11-542G1.1,76286392,76286392,-,chr4
CTD-2196P11.2,38682172,38682172,+,chr5
LINC00589,29592791,29592791,-,chr8
ZNF674,46404840,46404840,-,chrX
RP11-400D2.2,135248625,135248625,-,chr4
CTD-2050E21.2,142938784,142938784,+,chr5
CTD-2187J20.1,66563850,66563850,+,chr5
LINC00923,98417780,98417780,-,chr15
RP11-168E17.1,12225075,12225075,+,chr4
RP11-248N22.2,175090064,175090064,-,chr4
RP11-161D15.3,174912012,174912012,-,chr4
RP11-1057B8.2,135862178,135862178,+,chr8
LINC01337,79918343,79918343,-,chr5
RP11-469N6.1,134605490,134605490,+,chr11
MIR3945HG,185776807,185776807,-,chr4
RP13-487K5.1,156436879,156436879,+,chr4
ZNF345,37341778,37341778,+,chr19
RP11-223C24.2,143435599,143435599,+,chr4
RP11-404K5.4,7326177,7326177,+,chr5
RP11-273B19.1,55711734,55711734,+,chr4
RFPL4B,112668532,112668532,+,chr6
AC004069.2,106061776,106061776,-,chr4
RP11-545H22.1,55312890,55312890,-,chr4
RP11-340A13.2,59850000,59850000,+,chr4
RP11-549K20.1,25191119,25191119,-,chr5
CTD-2066L21.2,33017713,33017713,-,chr5
RP11-171N4.2,157563606,157563606,-,chr4
ALG1L2,129800674,129800674,+,chr3
RP11-400D2.3,135345022,135345022,+,chr4
ERVH-1,23735188,23735188,-,chr4
CTC-552D5.1,119669179,119669179,-,chr5
RP11-81H14.2,68845476,68845476,-,chr12
RP11-706F1.1,190114254,190114254,+,chr4
RP11-249M12.2,116097905,116097905,-,chr5
PCAT4,80748651,80748651,+,chr4
SHANK3,51113320,51113320,+,chr22
RP11-452H21.4,78140889,78140889,-,chr11
RP11-415C15.3,27268876,27268876,-,chr4
RP11-521E5.1,131297384,131297384,+,chr4
RP11-240A16.1,32352660,32352660,+,chr4
RP11-689K5.3,82965397,82965397,-,chr4
RP11-540E16.2,182751126,182751126,-,chr4
RP11-506N2.1,59849870,59849870,-,chr4
LVCAT1,44019079,44019079,+,chr4
WWC2-AS2,184020174,184020174,-,chr4
CTD-2091N23.1,92404375,92404375,-,chr5
RP11-129M6.1,41424103,41424103,+,chr14
RP11-332J15.3,6766028,6766028,+,chr5
RP11-231G15.2,108803054,108803054,+,chr5
ZNF550,58071231,58071231,-,chr19
CTD-2201E9.1,9511445,9511445,+,chr5
CTD-2318H23.1,4640844,4640844,+,chr5
LINC00499,139230896,139230896,+,chr4
CTD-2313F11.2,54350256,54350256,+,chr5
RP11-18H21.3,153147022,153147022,-,chr4
LINC00958,13011091,13011091,-,chr11
RP11-542G1.3,76279286,76279286,+,chr4
CTB-35F21.3,139154991,139154991,-,chr5
RP11-427M20.1,134931845,134931845,-,chr4
RP11-305P14.1,65594258,65594258,+,chr5
LINC01301,61429332,61429332,-,chr8
LINC01256,133512244,133512244,+,chr4
RP11-234K19.1,80517696,80517696,+,chr4
RP11-586D19.2,6204055,6204055,+,chr4
AC008592.4,95188409,95188409,-,chr5
AC007106.1,27986685,27986685,-,chr4
AC006296.1,14410702,14410702,-,chr4
RP11-140M13.1,178612222,178612222,-,chr4
RP11-1348G14.4,28814064,28814064,+,chr16
CTD-2247C11.4,5049610,5049610,-,chr5
RP11-420A23.1,129349196,129349196,+,chr4
RP11-315A17.1,31351906,31351906,+,chr4
LINC01094,79567371,79567371,+,chr4
RP11-113I22.1,33229376,33229376,+,chr5
RP11-375B1.2,176166459,176166459,-,chr5
RP11-71E19.2,126012867,126012867,-,chr3
RP11-542G1.2,76284234,76284234,-,chr4
RP11-319E12.2,58357556,58357556,+,chr4
RP11-166D18.1,139556062,139556062,+,chr3
RP11-124N3.2,19038908,19038908,-,chr5
RP11-404I7.2,133902832,133902832,-,chr4
RP11-237D3.1,188438362,188438362,-,chr4
FOXD1,72744602,72744602,-,chr5
RP11-197N18.7,123565931,123565931,+,chr12
LINC01099,178829090,178829090,-,chr4
CTD-2247C11.2,4970538,4970538,-,chr5
AC022486.1,20653626,20653626,+,chrY
RP11-171N4.1,157507131,157507131,+,chr4
CTD-2215E18.1,96424779,96424779,+,chr5
RP11-109E24.1,42708124,42708124,+,chr4
CTD-2130F23.2,37948593,37948593,+,chr5
RP11-381N20.1,124426434,124426434,+,chr4
RP11-51P8.1,66724479,66724479,+,chr4
CTD-2245E15.3,1551819,1551819,-,chr5
LINC00605,103655365,103655365,-,chr14
RP11-572C21.1,130339489,130339489,-,chr12
RP11-385D13.1,15554959,15554959,-,chr17
RP11-166A12.1,122066380,122066380,-,chr5
CTC-313D10.1,113911738,113911738,+,chr5
RP11-60A8.2,72633733,72633733,+,chr5
RP11-395P13.6,124731673,124731673,-,chr5
RP11-745L13.2,132897107,132897107,-,chr4
RP11-775H9.2,137316626,137316626,-,chr4
CTD-2089N3.2,50266001,50266001,-,chr5
RP11-6N13.1,104728671,104728671,-,chr5
CTD-2170G1.2,61031553,61031553,-,chr5
LINC01267,14394068,14394068,-,chr3
RP11-539L10.3,6675627,6675627,-,chr4
RP11-440I14.3,175457791,175457791,+,chr4
RP11-789C2.1,133045186,133045186,-,chr4
RP11-673E1.1,144833484,144833484,+,chr4
RP11-317O24.2,50230355,50230355,-,chr5
LINC01385,72747323,72747323,+,chr5
RP11-610P16.1,152330044,152330044,-,chr4
CTC-347C20.1,72058554,72058554,-,chr5
RP11-774O3.3,8360065,8360065,-,chr4
RP11-485M7.3,132450167,132450167,-,chr5
RP11-756P10.5,189697709,189697709,+,chr4
RP11-826N14.4,175564160,175564160,+,chr5
RP11-371M22.1,113391675,113391675,+,chr5
RP11-774D14.1,20616508,20616508,+,chr5
RP11-714L20.1,138466885,138466885,+,chr4
RP11-213G21.2,38565624,38565624,+,chr4
RP11-119D9.1,67653948,67653948,+,chr11
RP11-600L4.1,38288615,38288615,+,chr4
RP11-318I4.1,126991863,126991863,+,chr4
RP11-192H6.2,25298721,25298721,-,chr5
PRB1,11508673,11508673,-,chr12
PCDHA12,140254893,140254893,+,chr5
RP11-700H6.2,49021465,49021465,+,chr17
CTD-2532K18.1,174178307,174178307,+,chr5
RP11-614F17.2,132694457,132694457,+,chr4
CTD-2296D1.1,7344692,7344692,+,chr5
RP11-669M16.2,14136560,14136560,+,chr4
RP11-752L20.5,148488758,148488758,+,chr4
PTX4,1538771,1538771,-,chr16
RNA5SP445,64635387,64635387,+,chr17
RNA5-8SP6,10037764,10037764,+,chrY
RNA5SP419,34988167,34988167,+,chr16
RNA5SP401,98015482,98015482,-,chr15
RNA5SP112,178003427,178003427,+,chr2
RNA5SP385,52159470,52159470,+,chr14
RNA5SP418,34987197,34987197,+,chr16
RNA5SP446,64891608,64891608,+,chr17
RNA5SP518,9928137,9928137,-,chrY
RNA5SP217,127639118,127639118,-,chr6
RNA5SP486,46501935,46501935,+,chr20
RNA5SP356,30459457,30459457,-,chr12
RNA5SP20,78080554,78080554,+,chr1
RNA5SP157,19183479,19183479,-,chr4
RNA5SP162,57197383,57197383,-,chr4
RNA5SP436,15685655,15685655,+,chr17
RNA5SP96,69409135,69409135,-,chr2
RNA5SP362,66460001,66460001,+,chr12
RNA5SP182,51182522,51182522,+,chr5
RNA5SP288,97904823,97904823,-,chr9
RNA5SP381,20614314,20614314,-,chr14
RNA5SP497,33031184,33031184,-,chr22
RNA5SP272,89408776,89408776,-,chr8
RNA5SP406,34968764,34968764,+,chr16
RNA5SP216,126301080,126301080,-,chr6
RNA5SP408,34969743,34969743,+,chr16
RNA5SP249,147546976,147546976,+,chr7
RNA5SP116,208918982,208918982,-,chr2
RNA5SP522,20508124,20508124,-,chrY
RNA5SP208,68177201,68177201,-,chr6
RNA5SP236,106422161,106422161,-,chr7
RNA5SP180,17157180,17157180,-,chr5
RNA5SP227,22338213,22338213,+,chr7
RNA5SP458,47845372,47845372,+,chr18
RNA5SP303,19922741,19922741,-,chr10
RNA5SP154,9794485,9794485,-,chr4
RNA5SP521,19671654,19671654,+,chrY
RNA5SP253,11944954,11944954,-,chr8
RNA5SP228,24172324,24172324,+,chr7
RNA5SP464,12107624,12107624,+,chr19
RNA5SP341,57217656,57217656,+,chr11
RNA5SP320,75466248,75466248,+,chr10
RNA5SP76,219935131,219935131,+,chr1
RNA5SP410,34980050,34980050,+,chr16
RNA5SP220,140479831,140479831,-,chr6
RNA5SP315,49248476,49248476,+,chr10
RNA5SP318,55217957,55217957,+,chr10
RNA5SP282,34206239,34206239,-,chr9
RNA5SP287,84500411,84500411,+,chr9
RNA5SP200,172719622,172719622,-,chr5
RNA5SP255,13393538,13393538,+,chr8
RNA5SP413,34980955,34980955,+,chr16
RNA5SP365,90120713,90120713,+,chr12
RNA5SP473,58874805,58874805,+,chr19
RNA5SP67,173890208,173890208,+,chr1
RNA5SP92,33557965,33557965,+,chr2
RNA5SP348,104123307,104123307,+,chr11
RNA5SP49,63652121,63652121,-,chr1
RNA5SP461,75575523,75575523,-,chr18
RNA5SP262,32049669,32049669,-,chr8
RNA5SP61,162308433,162308433,+,chr1
RNA5SP495,26786742,26786742,-,chr22
RNA5SP417,34986199,34986199,+,chr16
RNA5SP470,29492200,29492200,+,chr19
RNA5SP24,19662627,19662627,+,chr13
RNA5SP519,9930602,9930602,-,chrY
RNA5SP134,63531116,63531116,+,chr3
RNA5SP147,176481021,176481021,+,chr3
RNA5SP153,9412979,9412979,-,chr4
RNA5SP281,32293556,32293556,+,chr9
RNA5SP520,19669744,19669744,+,chrY
RNA5SP148,178147078,178147078,-,chr3
RNA5SP164,94741322,94741322,+,chr4
RNA5SP121,228627868,228627868,-,chr2
RNA5SP360,42052478,42052478,+,chr12
RNA5SP367,101866117,101866117,+,chr12
RNA5SP43,37730387,37730387,-,chr1
RNA5SP438,32447186,32447186,-,chr17
RNA5SP395,50755578,50755578,+,chr15
RNA5SP476,18414486,18414486,+,chr20
RNA5SP384,50019351,50019351,+,chr14
RNA5SP285,74914754,74914754,-,chr9
RNA5SP459,52813876,52813876,-,chr18
RNA5SP168,151891934,151891934,-,chr4
RNA5SP434,3960170,3960170,-,chr17
RNA5SP309,31548528,31548528,+,chr10
RNA5SP33,79963766,79963766,-,chr13
RNA5SP271,73269963,73269963,+,chr8
RNA5SP55,117505093,117505093,-,chr1
RNA5SP206,32046405,32046405,-,chr6
RNA5SP82,247367963,247367963,-,chr1
RNA5SP254,12191202,12191202,-,chr8
RNA5SP462,453134,453134,+,chr19
RNA5SP466,12180979,12180979,+,chr19
RNA5SP73,189635386,189635386,-,chr1
RNA5SP45,41932699,41932699,-,chr1
RNA5SP422,34989294,34989294,+,chr16
RNA5SP468,18082834,18082834,+,chr19
RNA5SP460,70419187,70419187,+,chr18
RNA5SP441,38530341,38530341,+,chr17
RNA5SP481,30596154,30596154,+,chr20
RNA5SP409,34969996,34969996,+,chr16
RNA5SP268,68011537,68011537,+,chr8
RNA5SP137,124777282,124777282,-,chr3
RNA5SP416,34985945,34985945,+,chr16
RNA5SP480,29944673,29944673,+,chr20
RNA5SP75,204676558,204676558,-,chr1
RNA5SP444,64263861,64263861,+,chr17
RNA5SP523,20510033,20510033,-,chrY
RNA5SP421,34988926,34988926,+,chr16
RNA5SP102,125690492,125690492,+,chr2
RNA5SP449,9844843,9844843,-,chr18
RNA5SP34,90788095,90788095,-,chr13
RNA5SP392,40623849,40623849,-,chr15
RNA5SP94,59921897,59921897,+,chr2
RNA5SP143,142310633,142310633,-,chr3
RNA5SP364,88445478,88445478,+,chr12
RNA5SP313,48207010,48207010,-,chr10
RNA5SP54,111584456,111584456,+,chr1
RNA5SP471,32146367,32146367,-,chr19
RNA5SP196,145965763,145965763,-,chr5
RNA5SP420,34988417,34988417,+,chr16
RNA5SP337,21405455,21405455,-,chr11
RNA5SP135,68932118,68932118,+,chr3
RNA5SP186,75387626,75387626,-,chr5
RNA5SP101,97622552,97622552,-,chr2
RNA5SP230,44165472,44165472,-,chr7
RNA5SP503,48065693,48065693,+,chrX
RNA5SP278,141950661,141950661,+,chr8
RNA5SP243,128337764,128337764,+,chr7
RNA5SP312,47222341,47222341,+,chr10
RNA5SP342,71556291,71556291,-,chr11
RNA5SP330,8866810,8866810,+,chr11
RNA5SP439,34847166,34847166,-,chr17
RNA5SP404,9693954,9693954,+,chr16
RNA5SP423,34989792,34989792,+,chr16
RNA5SP340,47825954,47825954,-,chr11
RNA5SP290,101908248,101908248,-,chr9
RNA5SP490,33935385,33935385,+,chr21
RNA5SP165,148666568,148666568,-,chr4
RNA5SP40,9497837,9497837,-,chr1
RNA5SP402,100614395,100614395,-,chr15
RNA5SP170,166974439,166974439,-,chr4
RNA5SP400,86681610,86681610,-,chr15
RNA5SP159,39938373,39938373,+,chr4
RNA5SP398,69659924,69659924,+,chr15
RNA5SP70,181740702,181740702,+,chr1
RNA5SP66,169036502,169036502,+,chr1
RNA5SP380,20558289,20558289,+,chr14
RNA5SP291,106451859,106451859,-,chr9
RNA5SP47,45397995,45397995,+,chr1
RNA5SP454,39850554,39850554,+,chr18
RNA5SP415,34984432,34984432,+,chr16
RNA5SP437,30290952,30290952,-,chr17
RNA5SP169,152892765,152892765,-,chr4
RNA5SP373,111777331,111777331,+,chr12
RNA5SP106,148471123,148471123,-,chr2
RNA5SP179,16854103,16854103,+,chr5
RP11-219J21.1,25543342,25543342,+,chr8
LINC01609,112248408,112248408,-,chr8
KB-1448A5.1,97398876,97398876,-,chr8
RP1-84O15.2,34085957,34085957,+,chr8
CTB-78H18.1,171200656,171200656,+,chr5
RP11-136O12.2,126479181,126479181,+,chr8
RP11-6I2.4,75015726,75015726,+,chr8
RP11-648L3.2,59018853,59018853,-,chr8
RP11-238I10.1,111621470,111621470,+,chr8
CTD-3023L14.2,8418901,8418901,+,chr8
CTC-436K13.2,157702721,157702721,+,chr5
LINC00967,67104945,67104945,+,chr8
RP11-17A4.3,57453056,57453056,-,chr8
RP11-567J20.3,49429649,49429649,-,chr8
CTB-164N12.1,172890503,172890503,+,chr5
RP11-333A23.3,71392858,71392858,-,chr8
RP11-369E15.4,20811144,20811144,+,chr8
RGS21,192286122,192286122,+,chr1
CTA-392E5.1,86851934,86851934,+,chr8
PCDHGA12,140810179,140810179,+,chr5
LINC01605,37351384,37351384,-,chr8
RP11-563N12.2,20207721,20207721,+,chr8
CTD-2309H9.3,134789595,134789595,-,chr8
RP11-431J17.1,98041852,98041852,+,chr4
RP11-100L22.1,93681064,93681064,+,chr8
RP11-486M23.2,29405688,29405688,+,chr8
RP11-13N12.2,16461764,16461764,+,chr8
RP11-158A14.1,5894496,5894496,-,chr8
AC084082.3,67024902,67024902,+,chr8
RP11-421P23.1,20831465,20831465,+,chr8
CTD-3046C4.1,64382763,64382763,-,chr8
RP11-738G5.2,50466973,50466973,-,chr8
RP11-67H2.1,114612539,114612539,+,chr8
RP11-1149M10.2,82066535,82066535,+,chr8
KB-1991G8.1,101349857,101349857,+,chr8
RP11-103H7.2,127510394,127510394,+,chr8
RP11-383J24.1,125283973,125283973,+,chr8
LINC00599,9761854,9761854,-,chr8
RP11-434I12.4,74281530,74281530,-,chr8
CTD-2313P7.1,163894408,163894408,-,chr5
RP11-941H19.3,81178389,81178389,+,chr8
RP11-149P24.1,137059337,137059337,+,chr8
C8orf88,91997445,91997445,-,chr8
CTC-534A2.2,64920592,64920592,+,chr5
RP11-10A14.6,9040029,9040029,-,chr8
RP11-379I19.1,60506260,60506260,-,chr8
KB-1507C5.3,103904104,103904104,+,chr8
PCAT2,128094466,128094466,-,chr8
RP11-128L5.1,142065389,142065389,+,chr8
RP11-1105O14.1,19536093,19536093,+,chr8
RP11-566H8.1,31354939,31354939,+,chr8
CCDC71L,106301424,106301424,-,chr7
FAM183CP,29779029,29779029,+,chr8
RP11-618M23.4,19114844,19114844,-,chr8
KB-1410C5.3,102299673,102299673,+,chr8
RP11-281N10.1,72705110,72705110,-,chr8
RP11-238K6.1,139095813,139095813,-,chr8
HOXA10,27213939,27213939,-,chr7
AC008703.1,158893284,158893284,-,chr5
RP11-108E14.1,20557645,20557645,-,chr8
LINC01606,58106156,58106156,+,chr8
TMEM200B,29450415,29450415,-,chr1
PCDHGB6,140787588,140787588,+,chr5
RP1-170O19.17,27280847,27280847,-,chr7
SERPINE3,51913827,51913827,+,chr13
AC011343.1,159298391,159298391,-,chr5
C1orf210,43751252,43751252,-,chr1
LINC00293,47752508,47752508,+,chr8
CTB-11I22.2,158654723,158654723,+,chr5
RP11-142A23.1,73108569,73108569,+,chr8
RP11-61G23.2,89652426,89652426,-,chr5
RP11-388G22.1,58717588,58717588,-,chr8
CTC-207P7.1,163661103,163661103,-,chr5
RP11-434I12.3,74271157,74271157,+,chr8
RP11-219J21.2,25634195,25634195,+,chr8
CTD-3023L14.3,8418475,8418475,-,chr8
LINC01298,96228602,96228602,-,chr8
CTA-392C11.2,40227547,40227547,+,chr8
RP11-675F6.3,38410198,38410198,-,chr8
RP11-962G15.1,36636682,36636682,-,chr8
RP11-731F5.2,106114710,106114710,-,chr14
TRNP1,27320183,27320183,+,chr1
RP11-1081M5.1,54308506,54308506,-,chr8
RP11-587H10.1,93522044,93522044,-,chr8
RP11-21C17.1,70090424,70090424,-,chr8
RP11-44D19.1,58803368,58803368,-,chr8
RP11-566H8.3,31133112,31133112,+,chr8
RP11-1102P16.1,72459939,72459939,-,chr8
RP11-738G5.1,50424739,50424739,-,chr8
RP11-359E19.1,39961688,39961688,+,chr8
KB-1254G8.1,103866683,103866683,+,chr8
RP11-150O12.2,37337607,37337607,+,chr8
CTC-756D1.2,23316114,23316114,+,chr8
LINC00534,91233728,91233728,+,chr8
KB-1460A1.1,102138847,102138847,-,chr8
RP11-15G16.1,41292995,41292995,+,chr8
RP11-337A23.6,26801731,26801731,+,chr9
RP11-381I15.1,132157128,132157128,-,chr8
RP11-48D4.2,77816827,77816827,+,chr8
RP11-109J4.1,160365616,160365616,-,chr5
CTC-436K13.3,157683145,157683145,+,chr5
RP11-10A14.4,9009235,9009235,+,chr8
RP11-103H7.1,127486434,127486434,+,chr8
CTB-43E15.2,173116462,173116462,+,chr5
RP11-324F11.1,140115073,140115073,-,chr8
NCRNA00250,135850312,135850312,+,chr8
RP11-1101K5.1,112388867,112388867,+,chr8
PCAT1,127859300,127859300,+,chr8
AC133633.2,2369693,2369693,-,chr8
